Name,id_Number,row_Number,seat_Number,auditorium_Number,score,test_result
"Zena Brandon",29919200812305450,45,44,2,75.0171,False
"Alan Fraser",47773196804096339,1,38,4,65.5828,False
"Alice Reif",53362201508152286,60,21,3,73.9465,False
"Allison Harris",43332195902223394,26,15,4,65.8391,False
"Amelia Kennedy",74549194310287258,18,7,4,72.1737,False
"Amy Baker",66969196212311035,9,20,4,79.3011,False
"Betty Rhea",32141201511145543,40,43,4,72.5872,False
"Carl Braam",61788199901078266,19,62,2,83.1173,False
"Carmen Morrissette",98761197105307981,56,12,4,81.5678,True
"Chad Mcclaren",49573198010219121,3,39,3,81.0472,False
"Chantal Cox",21389196309222632,45,27,2,61.8844,False
"Charles Fuller",55241201804152801,20,9,5,69.1444,False
"Charles Rankin",45549194006208614,24,53,5,73.6736,False
"Charles Whiteman",97539197409053662,61,57,6,73.4755,False
"Claire Little",56411199106304372,11,38,5,73.5142,False
"Clarence Mcmanus",80363200907248069,42,43,4,84.3804,False
"Colleen Mcintyre",48219199002212117,22,38,1,85.2932,False
"Darlene Frediani",28459196901015203,9,2,1,75.3124,False
"David Lieberman",66888199604231994,21,48,4,64.8831,False
"Delana Tenda",63742196012202419,22,26,4,67.5493,True
"Donnie Troilo",34206195109129831,35,56,3,67.5657,True
"Gerald Reyna",50435198410096083,12,2,6,76.0002,False
"Gilberto Morales",78014201811273573,15,41,3,80.1688,False
"Grant Taylor",43206199912184763,23,23,6,73.7147,False
"Helen Singh",74156198107301081,10,21,1,73.2849,False
"Jack Malandruccolo",69694197112062288,52,47,6,76.6219,False
"James Steedley",89868193409021586,6,25,6,55.1807,False
"Jane Mcnulty",52953198508111412,32,4,5,80.4468,False
"Janet Cote",16721200207072005,26,16,3,86.583,False
"Janet Dumais",85971200811122906,46,28,5,73.4755,False
"Jennie Chapa",44316194208243498,38,41,5,79.9284,True
"Joanna Gamble",80228199308137168,36,40,4,83.8608,True
"Joseph Rosado",47231193401212716,50,51,5,69.7701,False
"Joseph Woltz",46928195006032422,30,62,2,72.5639,False
"Josephina Martinez",28812196207114977,14,26,3,75.7493,False
"Judith Dominguez",64879199704269097,23,14,5,85.5861,False
"Judy Baker",43857198912075442,40,41,2,83.9223,False
"Kenneth Doherty",91745194706293216,25,21,4,66.2711,False
"Lela Pettigrew",72828201610158581,13,6,6,81.6438,True
"Leo Mccracken",31922198409258656,6,1,4,83.3432,False
"Lester Biscoe",76411200402032480,50,27,3,67.0625,False
"Lewis Carbone",22346201505269749,63,35,2,71.9067,True
"Lisa Vanhoutte",13642197007232521,37,37,1,73.4755,False
"Louie Irvin",21443193003121284,26,27,5,73.4755,False
"Maria Evans",78970199805154931,44,40,2,78.743,False
"Marjorie Allis",62952195603234990,13,15,1,74.2726,False
"Martin Ullman",26863195210041088,26,8,5,75.6054,False
"Mary Trejo",37800197102043175,21,62,2,78.7168,False
"Maryann Tew",22198200812078170,32,11,4,76.7051,False
"Michael Fitzpatrick",79023195808272152,3,26,1,67.204,False
"Michael Kimple",48478195804051023,57,33,4,73.4755,False
"Michael Koh",32388196512305853,46,20,5,73.4755,False
"Michael Reifsnyder",29190196706053038,57,32,3,71.9214,False
"Paul Mons",42185196903126499,37,37,3,72.7718,False
"Rebecca Salazar",87466193105032877,34,5,6,73.4755,False
"Rebecca Wyatt",99686195212151897,34,49,2,78.1486,False
"Richard Hart",17741200211228426,13,17,6,83.7226,False
"Rick Gonzales",85360194903059616,40,62,4,71.2025,False
"Robert Lee",80268196002229667,28,20,5,60.5444,False
"Rochelle Bradford",58367201302024709,11,12,2,77.8961,False
"Rosario Honey",38741200506058742,31,30,4,73.4755,False
"Rose Hug",43233193306222545,64,53,2,61.6907,False
"Samuel Mcelroy",95112198312115895,32,40,3,83.6316,False
"Sarah Jackson",52351193808058152,26,27,1,68.6812,False
"Sarah Pitzer",75894200308286802,50,4,1,73.1388,True
"Serena Lewis",87569194010053788,51,19,4,73.4755,False
"Thomas Scholler",67998196510117049,9,45,5,70.8067,False
"Thomas Starcher",33689195009017630,57,62,4,68.603,False
"Tonya Simpson",51892199107188858,56,33,1,74.3945,False
"Vickie Barber",15518194010104891,4,12,1,72.1495,False
"Walter Hernandez",57056194112165477,31,48,6,73.4755,False
"Willie Ragin",71365195706093466,18,34,5,77.791,False
"Alisha Mcculley",96433198611152977,15,47,6,63.5861,True
"Amanda Steinberg",72011193511076965,45,20,1,69.0731,False
"Amy Quero",84636201002027808,20,25,4,83.4905,False
"Angela Dejackome",99979200610145715,58,32,1,84.3393,False
"Annette Valentine",91884196903042180,35,57,4,71.6722,False
"Anthony Debarge",10638194407189018,50,19,3,59.2939,False
"Barbara Radice",30194200609162814,48,9,6,73.4755,False
"Beverly Schrum",28746197409023551,14,17,1,91.4698,False
"Bradley Ross",71440199411233160,57,35,2,83.1177,False
"Brenda Sanders",27745196101062196,61,18,6,79.761,False
"Carolyn Santos",46082198307156218,4,22,5,83.3029,False
"Cheryl Randolph",48754200104285100,47,24,1,79.1902,False
"Christopher Patterson",42274193403053269,15,8,2,61.6011,False
"Christopher Wakefield",39232197804047391,54,5,4,74.1675,False
"Claudia Juarbe",53626201503066522,57,64,4,82.983,False
"Danny Hart",29469194508027587,33,11,5,73.9186,False
"David Adams",53967201906033670,49,40,5,80.6726,False
"Deirdre Poe",56585195202137520,8,42,2,73.4755,False
"Denise Galayda",68064201205084431,15,36,2,77.6902,False
"Diana Sells",93066196805296361,21,59,5,86.9824,False
"Dong Vereen",92159196211029512,25,18,6,73.4755,True
"Edward Usher",29023194705068991,8,55,2,58.1598,False
"Elizabeth Richardson",27240199110068868,28,10,4,76.2497,False
"Ernie Weir",90803200410237533,44,7,5,86.8863,False
"Esther Sierra",71074194803219422,1,47,4,56.2937,False
"Fred Pitts",46189197808109982,57,51,2,83.4066,False
"Gaylord Kearns",32455196503311493,39,18,4,83.0701,False
"Gerri Barnett",20116196710047311,11,10,1,79.5474,False
"Gregory Blais",30233198002259413,6,4,5,79.471,False
"Irene Bourland",51442193305097769,15,16,3,58.4052,True
"Irene William",18349201012312875,23,53,2,75.7126,False
"James Shockey",57374198901189336,26,48,6,84.4073,True
"Jeffrey Jones",56008194110238916,45,40,3,73.0975,True
"Jennifer Dellavalle",10611201504163166,60,13,3,75.0143,False
"Jessica Mcintyre",89964198303145217,49,51,5,59.0778,False
"Joel Robinson",39974193506019505,57,1,3,60.122,False
"John Self",95431194605128006,39,20,6,75.4869,False
"Jon Stickel",75684200910288142,23,20,2,82.6164,False
"Joshua Shah",69536194308154232,40,45,5,58.3823,False
"Juanita North",83581194911296187,3,5,3,62.194,False
"Justin Jones",39543197702237172,28,13,2,68.9501,False
"Larry Blenman",24935200803051390,56,4,1,81.779,True
"Laurie Waller",12740199109183426,8,28,3,74.9309,False
"Leslie Brandon",18908198001295126,48,64,4,84.7814,False
"Lori Mitchell",80990201508014539,60,52,3,68.6102,False
"Lucy Portis",78850200811303189,40,47,6,88.1694,True
"Luther Dancy",82909197904059763,51,23,2,84.7458,True
"Lynn Jaynes",10805196211039644,49,45,4,81.2828,False
"Madeline Wilson",22900196508251533,36,1,6,78.2885,True
"Manuel Boulerice",50379201806251709,49,46,5,71.8349,False
"Manuela Faulk",61211196808239180,43,49,6,75.0844,False
"Marie Wasserman",51221194305318420,50,47,2,57.7604,False
"Marion Herbert",36932196202266469,57,58,4,69.0883,False
"Marisa Cook",76581198407154673,4,44,1,84.3543,False
"Mark Ramey",24620196104271568,12,34,2,81.9138,False
"Mary Harper",72064197407301586,10,6,4,70.0312,False
"Melba Thomas",73430199404036661,19,43,1,90.9267,False
"Michael Howard",61690200710043113,53,36,2,81.5684,False
"Michael Potts",76117193610203249,38,36,5,73.4755,False
"Nicholas Neiman",18609195401268047,41,1,2,72.1251,False
"Nikki Dickson",30210198710061265,2,50,6,73.4755,False
"Oscar Scavone",82063199007238345,39,23,3,82.7274,False
"Pamela Albertson",54071194701257309,44,39,2,62.1855,False
"Patricia Bickers",21354199605059207,60,12,2,87.373,False
"Patricia Mohn",23925198509102611,14,22,3,82.0534,True
"Percy Elizondo",84156193910166703,13,24,4,64.762,False
"Rena Benford",83409196602283843,15,37,6,73.3714,False
"Renda Andreasen",36323193207206672,47,41,5,55.0602,False
"Ricky Jackson",13575199303106030,57,47,2,85.79,False
"Rita Cryderman",14108193207104404,24,41,2,62.9759,False
"Robert Amaya",35407196912297801,62,54,2,73.6095,False
"Robert Koerner",98014196308218161,4,32,1,69.4323,False
"Robert Nguy",53585200607276085,25,32,2,87.0568,False
"Roger Beaty",48413200008303300,62,35,2,86.7798,False
"Ron Anderson",93901199308072457,45,32,5,83.1364,False
"Ronald Martens",41583200503092888,43,16,2,74.0136,False
"Ruth Gutierrez",43341196605068355,60,50,3,72.6861,False
"Ruth Willmore",53521200307072873,18,49,4,78.7312,False
"Sara Knox",43537193012101284,17,30,3,68.97,True
"Shannon Stone",29892199501113619,54,19,2,77.1497,False
"Shari Depner",25715195004027202,6,37,2,73.4755,False
"Shirley Hughes",34090201601297122,52,49,4,77.0004,False
"Thomas Carrigan",69861198612276457,11,53,4,62.0464,False
"Timothy Chalmers",25668195001062808,43,16,6,81.1182,False
"Tonia Thomas",39198197211234685,38,19,5,74.6158,False
"Tracy Richard",79272198010114141,23,31,4,82.6689,False
"Van Mansell",23548194504224284,56,4,4,73.4755,False
"Willard Yuen",95429201711171461,27,8,4,82.166,True
"Young Sisneros",32885198607259554,7,22,6,73.4755,False
"Ada Humphrey",94180200501201704,22,28,2,86.4559,False
"Alisha Cleary",51635197705217707,1,5,4,74.3279,False
"Andrew Merz",34145193206068315,3,20,5,68.8189,False
"Angela Nash",41762199601316830,61,7,2,73.4755,True
"Anita Boll",33321201712041229,7,18,5,73.7586,False
"Annette Munoz",27835199705012460,48,8,4,92.7724,False
"Arthur Leon",66181194912031814,6,8,6,56.593,False
"Barbara Morris",57947199902107396,55,26,6,85.1828,False
"Bryan Shelton",47030199107252598,15,47,2,86.1502,False
"Cameron Dallmann",60645201609172075,12,19,3,77.6966,False
"Caprice Cormier",71294193606309262,43,23,1,55.8682,False
"Charles Flores",89733198404115373,16,51,6,69.3539,False
"Christina Ladner",86679198111057607,31,4,4,83.5682,False
"Danny Beitz",42713194712128248,31,23,6,73.4755,False
"Darleen Lowery",64290196803238950,54,30,4,78.0475,False
"David Westerman",77696201506061917,34,28,6,69.0624,False
"Deborah Brown",80017197512299956,27,61,5,76.5598,False
"Denise Luchesi",37867196011274808,9,12,5,58.5867,False
"Desiree Thompson",58936197001262605,10,1,5,79.4357,False
"Donna Mouton",22646194208305799,24,7,4,71.9399,False
"Edward Ridgeway",78232193101143640,14,30,5,59.1513,False
"Elaine Williams",59722197409305444,11,43,4,81.4571,False
"Elizabeth Donaldson",91831193605071835,4,17,6,63.9237,False
"Eric Cozzolino",60419198701213999,59,23,2,73.4755,False
"Floyd Price",30357200009223795,22,22,6,84.9662,False
"Frances Jackson",75112200907027773,54,25,6,73.4755,True
"Gary Simms",77749196510056075,51,58,4,62.225,False
"Genoveva Enstrom",90328195504104227,21,11,3,64.69,False
"George Donovan",93155200704242795,1,58,2,83.7606,False
"Grant Gallardo",64016193711301390,11,40,1,61.811,False
"Hattie Parker",92942200506042949,26,38,3,78.2178,True
"James Smith",57725199611285159,27,16,4,86.9633,False
"Jeanette Fenton",86004201302231779,23,32,5,76.6289,False
"Jina Roberts",24635197201214740,26,32,3,81.0728,False
"Joan Blair",72819199207243305,21,2,5,88.2788,False
"Joel Tobias",26571200401314230,20,14,6,84.1738,False
"John Pierce",77129195811047949,46,39,6,69.5967,False
"Jose Smith",75370195110305711,30,4,1,70.4105,False
"Joseph Lyman",30792194803243070,42,29,4,65.728,False
"Joshua Morales",71794195610104624,25,8,5,73.4755,False
"Judith Banister",10659199202047307,9,41,1,86.4525,False
"Judith Turner",26538198805081152,56,25,6,86.2552,False
"Julie Lefler",76098199810097650,11,26,6,87.6633,False
"Julie Ward",29310201709253944,35,39,4,82.5822,False
"Kathryn Hart",65228195707217563,4,23,3,64.4778,False
"Kerry Ashley",76626194109266042,40,4,1,67.6136,False
"Leonard Wischmeier",17685197512259221,62,15,2,68.7854,False
"Lori Cornelius",62584200712131233,31,56,3,81.1249,False
"Loyd Hill",85411200904037659,30,45,6,71.6983,False
"Lucy Mcconnell",98522201403151046,14,47,6,73.4755,True
"Luther Walker",62702201202111245,32,56,2,73.3915,False
"Malcolm Pons",90987194712272451,15,25,3,73.4755,False
"Marilyn Abney",94285200609253037,9,60,2,81.0765,True
"Mary Diffey",19622197301302031,18,61,2,73.2567,False
"Mary Marzett",64827198907045517,50,55,5,83.0833,False
"Michael Patterson",96328196108151083,14,46,3,72.6647,False
"Michael Yerkovich",43752198112056174,26,46,2,73.2322,False
"Nancy Angeles",55064200412132335,43,32,1,85.0845,False
"Pamela Parker",25759195809182845,44,23,3,66.3991,False
"Patricia Bordelon",89821193502266997,45,6,5,73.4755,False
"Patricia Hotchkiss",44949194805018344,44,41,4,60.0286,False
"Phyllis Navarro",44649195803071016,48,62,2,62.2524,False
"Randall Gouin",27122201301099084,14,54,5,83.0439,False
"Rebekah Cooper",17722200311129047,54,28,6,80.4861,False
"Richard Fitzgerald",50586196006232606,12,9,2,81.4219,True
"Robert Hudkins",21169195706127922,12,29,4,77.7936,False
"Roland Killion",61661200308051616,1,53,2,77.5245,False
"Rosario Manning",67368194005213340,37,11,6,62.0533,False
"Ross Aron",46817193910128729,39,32,1,67.22,False
"Salvador Jones",70723198610049491,43,16,1,73.4755,False
"Sandy Jones",41508194103053875,49,34,1,73.4755,False
"Sarah Johnson",50027201607272717,17,34,2,71.408,True
"Scott Lewison",48446196305242883,46,20,2,72.3099,False
"Simon Davis",54654197206139946,9,18,4,66.2957,False
"Sonny Ronca",68091195908239522,63,19,2,76.8228,False
"Stacy Bradburn",77763200602015790,55,23,3,84.1652,False
"Steven Miller",14752200709279377,44,48,5,71.0426,False
"Theresa Jackson",86587195302195307,4,3,4,73.4755,False
"Thomas Gould",84982198712102561,15,38,3,59.1949,True
"Tony Eades",99136197307103381,4,18,1,62.4128,False
"Vera Childress",49765196104075148,41,33,5,71.4093,False
"Victor Beckman",76517193403049411,23,21,1,61.6894,False
"Walker Myers",56488201107011269,44,1,6,86.6006,False
"Alfred Justus",73622201306169839,3,32,6,80.2813,False
"Alyssa Johnson",96635197704197347,20,8,5,81.6779,False
"Andrew Bowen",66653198110164039,41,38,3,80.54,True
"Anna Collins",28988193603019473,9,3,3,62.9078,False
"Austin Mccoy",50346196406189126,21,22,5,70.7109,False
"Brandon James",84172196107143343,36,38,6,76.7822,False
"Brian Johnston",29343198610259657,11,23,2,76.1581,False
"Calvin Wilkes",24820196808305016,5,62,2,73.4755,False
"Carl Byrge",81226197004309781,25,21,1,72.9834,False
"Carter Carnahan",96105196401162860,60,46,3,66.7,False
"Cheri Edwards",29253193110258719,22,5,2,55.311,False
"Christopher Saldivar",93407199707081666,3,55,2,77.0373,False
"Craig Noriega",80304197905026298,27,40,2,87.9218,False
"David Fuoco",69034198610027774,22,37,4,81.9322,False
"Deanna Roach",12152194307264871,11,42,5,63.6523,False
"Debbie Cox",94981200006104179,44,60,5,82.6644,True
"Dwain Hayes",42555197811142970,15,36,1,78.5964,False
"Edgar Ashpole",35317199007222532,34,50,2,88.0001,False
"Edward Fischer",83665196809018969,33,18,4,77.0236,False
"Edward Heffron",47879197806112473,39,39,2,77.8125,False
"Edythe Stetler",43478197406295715,43,2,6,74.3804,False
"Eli Schreyer",64162196102035912,44,20,2,73.4755,False
"Elliot Lewis",56365193101106456,31,31,3,53.6236,False
"Erica York",85597197105213585,38,10,4,73.5615,True
"Estelle Christenson",36302197208131368,8,43,3,82.1172,False
"Ethel Powell",16794197709015921,33,28,3,82.3612,True
"Fannie Hoover",82671201304147423,46,43,2,68.1778,False
"Frances Lane",68748194505174024,23,58,2,73.4755,False
"Gerald Rockwell",70229199905132508,30,46,6,86.0213,True
"Geraldine Jacobsma",82602198706258525,30,18,1,91.0748,False
"Gregory Goodlett",32537198008223397,28,23,6,84.1381,True
"Harvey Hair",67805196610113022,26,16,1,73.071,False
"Ida Herzig",52184195111086465,18,54,2,75.7888,False
"Ismael Olsen",98083197910045932,42,63,4,73.2495,False
"James Acuff",57501194011259839,23,11,6,69.8893,False
"James Hutchison",75777199006217824,56,8,4,79.5415,False
"Jeremy Lopez",71164199501234903,25,15,2,79.5946,True
"Jo Johnson",50486193708148441,29,8,3,65.5918,False
"John Holcomb",77778199101014382,22,40,4,83.6999,False
"John Janes",91704197404195262,19,15,4,85.5144,False
"John Roth",14824200606286048,25,45,2,78.0158,True
"John Truelove",14414197408299636,55,21,4,79.3746,False
"Johnny Thomas",80768199807187542,54,54,4,80.6194,True
"Joshua Bailey",97128201311036873,1,10,5,69.0468,False
"Joyce Nelson",49006197311139720,21,41,2,83.7958,False
"Kenneth Kramer",57515198907151126,33,10,5,81.0404,False
"Kristi Young",58824197508315026,8,55,5,82.2047,True
"Kyle Barnes",91861195410167444,38,16,6,77.652,False
"Lisa Barlow",34629196401084072,45,10,5,72.951,False
"Lisa Ellison",50194199303105310,25,40,1,82.2955,False
"Lisa Sing",27286197612268379,48,25,6,81.8229,False
"Lowell Leonard",56495199910264574,23,49,4,88.2649,False
"Maria Cunningham",98645194502195943,1,33,5,78.8926,False
"Maria Trausch",69813199106151558,41,35,2,87.5021,False
"Marilyn Grinage",79571194204265630,15,8,6,79.7876,False
"Marquetta Barlow",58445201007318499,16,55,3,72.7674,False
"Marsha Arnold",51501197107246953,56,19,2,79.8407,False
"Martha Capps",85054201810227969,50,51,4,77.1999,False
"Mary Mckenzie",31865199706011659,24,48,3,89.8124,False
"Melida Clark",78588198308232428,47,41,2,87.1503,True
"Melissa Stinnett",68412201204299775,21,56,2,74.4431,False
"Michael Fulkerson",19993195301021214,10,32,5,73.4398,False
"Misti Lee",95746196206023242,20,20,1,79.7058,False
"Natasha Griffith",78697198412071063,2,3,3,84.4452,False
"Nathan Shoop",49141200604066319,28,42,6,87.3532,False
"Nicole Flurry",12927201002277653,21,23,1,72.2911,False
"Patricia Ruiz",31521196211148279,21,18,4,51.9099,False
"Regina Koehne",11356196402168155,22,14,4,76.2513,False
"Richard Clark",54196194911092871,41,43,6,70.5733,False
"Ricky Nelson",76072197807235959,22,7,5,73.6688,False
"Robbie Walsh",57651202004254378,42,22,5,82.0999,False
"Robert Correy",30552195211136817,48,40,5,64.8503,False
"Robert Nguyen",84669197712223883,32,25,3,86.7351,False
"Robyn Rode",22315201206211623,19,28,5,88.0285,False
"Roger Sims",81387195902132336,59,19,3,72.2213,False
"Rosemary Smith",89494194007066056,13,59,5,61.5341,True
"Sara Gray",58154198002095957,32,47,5,62.9462,False
"Sean Lapointe",27448198008228924,7,32,1,83.2605,False
"Sharmaine Mochizuki",21800194611073907,56,39,6,63.4076,False
"Sueann Patino",57323197204173381,29,19,5,73.4755,False
"Veronica Hoffman",95537194712157866,30,48,6,73.4755,False
"Victor Walburn",21362194405116307,45,13,2,73.4755,False
"Violet Wilson",38536193111097449,34,45,3,63.5458,False
"Walter Davis",38272201312076100,46,10,3,74.0088,False
"William Wingfield",76001198909186906,52,35,2,88.2621,False
"Willie Proctor",34814197402259064,38,58,4,87.4689,False
"Wilma Cann",85167193911143240,57,3,3,73.4755,False
"Albert Carter",13403195904261574,46,20,3,69.5389,False
"Alice Dukes",54074197706054829,55,45,1,59.0616,False
"Allan Main",65866194206014643,57,51,6,69.9658,False
